Platform,ID,Title,Members,Views,Likes,Comments,Favorites,Shares,Date,URL
YOUTUBE,FPDD07qpXfM,𝗣𝗢𝗩: 𝑿𝑶𝑿ᶻ𝘇𐰁 #IVE #아이브 #GAEUL #가을 #REI #레이 #XOXZ #Shorts,REI/GAEUL,838000,40680,320,,,2025-08-28,https://www.youtube.com/shorts/FPDD07qpXfM
YOUTUBE,WNd3JMQS9mE,BOB in your heart #IVE #아이브 #REI #레이 #XOXZ #Shorts,REI,1400000,61575,755,,,2025-08-29,https://www.youtube.com/shorts/WNd3JMQS9mE
YOUTUBE,Jt5lBsNHGpk,XOXZ with 📁💃💤 #SIMEEZ #IVE #아이브 #ANYUJIN #안유진 #GAEUL #가을 #XOXZ #XOXZchallenge #Shorts,YUJIN/GAEUL,667000,31721,304,,,2025-08-29,https://www.youtube.com/shorts/Jt5lBsNHGpk
YOUTUBE,a-VsOvK5VMo,XOXZ with 👯‍♀️💤 #SIMEEZ #IVE #아이브 #ANYUJIN #안유진 #XOXZ #XOXZchallenge #Shorts,YUJIN,808000,31826,427,,,2025-08-29,https://www.youtube.com/shorts/a-VsOvK5VMo
YOUTUBE,W9UtBsGBV-M,Come to my XOXZ 💭🐵💋🫂 #IVE #아이브 #LEESEO #이서 #XOXZ #XOXZchallenge #Shorts,LEESEO,573000,36289,445,,,2025-08-30,https://www.youtube.com/shorts/W9UtBsGBV-M
YOUTUBE,2VxsvxL-m8o,넌 뭘 해도 예쁘니까 🙅‍♀️OXZ #IVE #아이브 #GAEUL #가을 #LIZ #리즈 #XOXZ #Shorts,GAEUL/LIZ,1400000,51051,1000,,,2025-08-30,https://www.youtube.com/shorts/2VxsvxL-m8o
YOUTUBE,nI0L1WdY4zs,Talk Talk #IVE #아이브 #REI #레이 #XOXZ #Shorts,REI,373000,24719,310,,,2025-08-30,https://www.youtube.com/shorts/nI0L1WdY4zs
YOUTUBE,M4cCCPIFnRw,XOXZ with 🙅🥬💤 #MONSTAX #SHOWNU #IVE #아이브 #REI #레이 #LIZ #리즈 #몬스타엑스 #셔누 #XOXZ #Shorts,REI/LIZ,1800000,48514,410,,,2025-08-30,https://www.youtube.com/shorts/M4cCCPIFnRw
YOUTUBE,xzVYW8aNRSc,XOXZ with 🤐💤 #JAESSBEE #재쓰비 #IVE #아이브 #JANGWONYOUNG #장원영 #재재 #가비 #승헌쓰 #XOXZ #XOXZchallenge #Shorts,WONYOUNG,712000,36191,394,,,2025-08-30,https://www.youtube.com/shorts/xzVYW8aNRSc
YOUTUBE,4DWnylNh7Uc,Come to my XOXZ 💭🐰💋🫂 #IVE #아이브 #JANGWONYOUNG #장원영 #XOXZ #XOXZchallenge #Shorts,WONYOUNG,1400000,77781,1400,,,2025-08-31,https://www.youtube.com/shorts/4DWnylNh7Uc
YOUTUBE,K93qc0wxC0Q,IVE 아이브 PHOTOSHOOT 'IVE SECRET' - Behind The Scenes PREVIEW #Shorts,GROUP/UNKNOWN,328000,19338,346,,,2025-08-31,https://www.youtube.com/shorts/K93qc0wxC0Q
YOUTUBE,ZUJTc7hVnjg,XOXZ with 💚💤 #JOY #RedVelvet #IVE #아이브 #REI #레이 #조이 #레드벨벳 #XOXZ #XOXZchallenge #Shorts,REI,420000,24647,298,,,2025-08-31,https://www.youtube.com/shorts/ZUJTc7hVnjg
YOUTUBE,7pH_et4aCh8,우 ㈛ ㉻하 ㈛ ㉻ #IVE #아이브 #REI #레이 #XOXZ #Shorts,REI,2600000,92846,908,,,2025-08-31,https://www.youtube.com/shorts/7pH_et4aCh8
YOUTUBE,2VrbiKdUosE,Come to my XOXZ 💭🐶💋🫂 #IVE #아이브 #ANYUJIN #안유진 #XOXZ #XOXZchallenge #Shorts,YUJIN,1000000,58046,1000,,,2025-09-01,https://www.youtube.com/shorts/2VrbiKdUosE
YOUTUBE,9AkJdICWUdg,Shoong #IVE #아이브 #LEESEO #이서 #XOXZ #Shorts,LEESEO,1200000,54118,715,,,2025-09-01,https://www.youtube.com/shorts/9AkJdICWUdg
YOUTUBE,G0PvyrtHpW0,XOXZ with 📖💤 #미미미누 #IVE #아이브 #GAEUL #가을 #LEESEO #이서 #XOXZ #XOXZchallenge #Shorts,GAEUL/LEESEO,434000,21576,253,,,2025-09-01,https://www.youtube.com/shorts/G0PvyrtHpW0
YOUTUBE,3fIMtxw4jso,🍎👑🌀💤 #IVE #아이브 #REI #레이 #XOXZ #Shorts,REI,610000,40321,674,,,2025-09-02,https://www.youtube.com/shorts/3fIMtxw4jso
YOUTUBE,aNs0sPXkOcE,XOXZ with 🎸💤 #SUNMI #IVE #아이브 #LIZ #리즈 #선미 #XOXZ #XOXZchallenge #Shorts,LIZ,391000,22400,215,,,2025-09-02,https://www.youtube.com/shorts/aNs0sPXkOcE
YOUTUBE,gLT0zCrZFEA,XOXZ with 🫧💤 #Kep1er #CHAEHYUN #IVE #아이브 #LIZ #리즈 #케플러 #김채현 #XOXZ #XOXZchallenge #Shorts,LIZ,811000,44501,369,,,2025-09-02,https://www.youtube.com/shorts/gLT0zCrZFEA
YOUTUBE,Lr41ceyFT6o,XOXZ with 💞💤 #Lia_kim #AtHeart #Arin #IVE #아이브 #GAEUL #가을 #리아킴 #앳하트 #아린 #XOXZ #Shorts,GAEUL,441000,30185,224,,,2025-09-02,https://www.youtube.com/shorts/Lr41ceyFT6o
YOUTUBE,2o8BXWYYKtA,Everybody says “𝓧𝓞𝓧𝓩” #IVE #아이브 #XOXZ #XOXZchallenge #Shorts,GROUP/UNKNOWN,1700000,57640,441,,,2025-09-02,https://www.youtube.com/shorts/2o8BXWYYKtA
YOUTUBE,rKrkObqzscY,두콩 vibe #IVE #아이브 #ANYUJIN #안유진 #REI #레이 #XOXZ #Shorts,YUJIN/REI,720000,35635,468,,,2025-09-02,https://www.youtube.com/shorts/rKrkObqzscY
YOUTUBE,gds6Tow22IU,XOXZ with 🏆💤 #StrayKids #Changbin #IVE #아이브 #LEESEO #이서 #스트레이키즈 #창빈 #XOXZ #XOXZchallenge #Shorts,REI/LEESEO,1400000,84540,1400,,,2025-09-02,https://www.youtube.com/shorts/gds6Tow22IU
YOUTUBE,44t7-wdbSn0,3 2 1 📸 🐖🪽 #IVE #아이브 #ANYUJIN #안유진 #LIZ #리즈 #LEESEO #이서 #XOXZ #XOXZchallenge #Shorts,YUJIN/LIZ/LEESEO,724000,30633,334,,,2025-09-02,https://www.youtube.com/shorts/44t7-wdbSn0
YOUTUBE,iR7Twp3xQV0,XOXZ with 🐥🐣💤 #IDID #JEONGSEMIN #IVE #아이브 #REI #레이 #아이딧 #정세민 #XOXZ #XOXZchallenge #Shorts,REI,382000,20611,160,,,2025-09-04,https://www.youtube.com/shorts/iR7Twp3xQV0
YOUTUBE,Qv9RBVSQSMk,Give me the 🐰🐵 #IVE #아이브 #JANGWONYOUNG #장원영 #LEESEO #이서 #XOXZ #XOXZchallenge #Shorts,WONYOUNG/LEESEO,888000,49132,468,,,2025-09-04,https://www.youtube.com/shorts/Qv9RBVSQSMk
YOUTUBE,Y78TgntV6-Y,XOXZ with 💪💤 #추성훈 #ChooSungHoon #IVE #아이브 #JANGWONYOUNG #장원영 #XOXZ #XOXZchallenge #Shorts,WONYOUNG,797000,32541,395,,,2025-09-04,https://www.youtube.com/shorts/Y78TgntV6-Y
YOUTUBE,xxenNU6-SzA,and some more 🔐 #IVE #아이브 #IVE_SECRET #XOXZ #Shorts,GROUP/UNKNOWN,318000,20846,287,,,2025-09-04,https://www.youtube.com/shorts/xxenNU6-SzA
YOUTUBE,GG573nFqa38,ᴍ𓈒𓂂𓏸🐄 #IVE #아이브 #REI #레이 #XOXZ #Shorts,REI,357000,24812,345,,,2025-09-04,https://www.youtube.com/shorts/GG573nFqa38
YOUTUBE,A4AbpGDD0nE,Give me the 🐶🐿️ #IVE #아이브 #ANYUJIN #안유진 #GAEUL #가을 #XOXZ #XOXZchallenge #Shorts,YUJIN/GAEUL,765000,42592,320,,,2025-09-05,https://www.youtube.com/shorts/A4AbpGDD0nE
YOUTUBE,hdV63qFg8w0,XOXZ with 🗣️🙂‍↕️💤 #유병재 #무공해 #IVE #아이브 #REI #레이 #XOXZ #XOXZchallenge #Shorts,REI,568000,28660,246,,,2025-09-05,https://www.youtube.com/shorts/hdV63qFg8w0
YOUTUBE,4QRcGUPcu0U,Gwiyomi Naoi REI 🎀💓 #IVE #아이브 #REI #레이 #XOXZ #Shorts,REI,282000,21173,540,,,2025-09-06,https://www.youtube.com/shorts/4QRcGUPcu0U
YOUTUBE,i2XiCbjJE3M,RE : DEAR CUPID 🏹 #IVE #아이브 #IVE_SECRET #XOXZ #Shorts,GROUP/UNKNOWN,158000,12089,241,,,2025-09-06,https://www.youtube.com/shorts/i2XiCbjJE3M
YOUTUBE,4Pl-1Zyx22Y,"IVE 아이브 'Secret, Cupid' Trailer - Behind The Scenes PREVIEW #Shorts",GROUP/UNKNOWN,236000,14937,189,,,2025-09-06,https://www.youtube.com/shorts/4Pl-1Zyx22Y
YOUTUBE,SLpOMZpESog,심즈 (aka 리즈) ˖˚˳⌖ #IVE #아이브 #LIZ #리즈 #XOXZ #Shorts,LIZ,421000,22528,398,,,2025-09-06,https://www.youtube.com/shorts/SLpOMZpESog
YOUTUBE,f--6hy_TXFE,단장즈 안아 #IVE #아이브 #GAEUL #가을 #JANGWONYOUNG #장원영 #XOXZ #Shorts,WONYOUNG/GAEUL,1500000,37533,618,,,2025-09-06,https://www.youtube.com/shorts/f--6hy_TXFE
YOUTUBE,PFVqoJ8gdew,XOXZ with 🎸💸💤 #aespa #KARINA #IVE #아이브 #ANYUJIN #안유진 #LEESEO #이서 #에스파 #카리나 #XOXZ #Shorts,YUJIN/LEESEO,1900000,97223,901,,,2025-09-06,https://www.youtube.com/shorts/PFVqoJ8gdew
YOUTUBE,4zNHgEAR4Wk,Come to my XOXZ 💭🐹💋🫂 #IVE #아이브 #REI #레이 #XOXZ #XOXZchallenge #Shorts,REI,1100000,54530,389,,,2025-09-07,https://www.youtube.com/shorts/4zNHgEAR4Wk
YOUTUBE,hUlQPjOChVk,XOXZ with 🎧💤 #JUN_K #IVE #아이브 #GAEUL #가을 #준케이  #XOXZ #XOXZchallenge #Shorts,GAEUL,498000,24561,250,,,2025-09-07,https://www.youtube.com/shorts/hUlQPjOChVk
YOUTUBE,oyWlkLtjKZg,XOXZ with 🚀🪐💤 #DAYOUNG #다영 #IVE #아이브 #REI #레이 #XOXZ #XOXZchallenge #Shorts,REI,1200000,43288,441,,,2025-09-07,https://www.youtube.com/shorts/oyWlkLtjKZg
YOUTUBE,yOrVT4zA6Y4,Slayyyyy Reiiiiiiii #IVE #아이브 #REI #레이 #XOXZ #Shorts,REI,1000000,48548,634,,,2025-09-07,https://www.youtube.com/shorts/yOrVT4zA6Y4
YOUTUBE,XdRM_nq_elM,OnLi(z) You ࿐ྂ💋 #IVE #아이브 #LIZ #리즈  #XOXZ #Shorts,LIZ,550000,36355,628,,,2025-09-07,https://www.youtube.com/shorts/XdRM_nq_elM
YOUTUBE,1QBGLDE0RAQ,XOXZ with 🎤💤 #TWS #DOHOON #IVE #아이브 #LEESEO #이서 #투어스 #도훈 #XOXZ #XOXZchallenge #Shorts,LEESEO,981000,46050,369,,,2025-09-08,https://www.youtube.com/shorts/1QBGLDE0RAQ
YOUTUBE,87rGAgAG7ow,"Jump Up, Super /ᐠ ˊᗜˋマ‎ ⸍꙳ #IVE #아이브 #REI #레이 #XOXZ #Shorts",REI,685000,39798,406,,,2025-09-08,https://www.youtube.com/shorts/87rGAgAG7ow
YOUTUBE,q6YtQPuk6R4,XOXZ with 🤍🪑💤 #HYOLYN #효린 #IVE #아이브 #GAEUL #가을 #XOXZ #XOXZchallenge #Shorts,GAEUL,303000,18100,206,,,2025-09-08,https://www.youtube.com/shorts/q6YtQPuk6R4
YOUTUBE,41k_-0TDERI,XOXZ with 🏖️💤 #TREASURE #JIHOON #IVE #아이브 #ANYUJIN #안유진 #트레저 #지훈 #XOXZ #XOXZchallenge #Shorts,YUJIN,659000,35246,390,,,2025-09-08,https://www.youtube.com/shorts/41k_-0TDERI
YOUTUBE,1sqT3irwQnc,리듬에 맞춰 손동작을 따라 해보세요.ᐟ #IVE #아이브 #REI #레이 #LIZ #리즈  #XOXZ #Shorts,REI/LIZ,3500000,73389,1800,,,2025-09-08,https://www.youtube.com/shorts/1sqT3irwQnc
YOUTUBE,f5DTKn_lbfs,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 1 🪽 #Shorts,GROUP/UNKNOWN,339000,20126,231,,,2025-09-08,https://www.youtube.com/shorts/f5DTKn_lbfs
YOUTUBE,BzPL78iT8xQ,/ᐠ - ̫ -マ ฅ⸒⸒ᶜᵒᵐᵉ ᵒᶰ #IVE #아이브 #LIZ #리즈 #XOXZ #Shorts,LIZ,1100000,55092,707,,,2025-09-09,https://www.youtube.com/shorts/BzPL78iT8xQ
YOUTUBE,RejuuLcpghI,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 2 🌈 #Shorts,GROUP/UNKNOWN,564000,25685,288,,,2025-09-09,https://www.youtube.com/shorts/RejuuLcpghI
YOUTUBE,-KqYPMpYIVE,₊‧ᨳ mo 🐿️ oo ଓ ՟ #IVE #아이브 #GAEUL #가을 #XOXZ #Shorts,GAEUL,225000,18757,358,,,2025-09-09,https://www.youtube.com/shorts/-KqYPMpYIVE
YOUTUBE,buNUl6igV0I,이서야 나 심심한데 혹시 ˎ₍•ʚ•₎ˏ #IVE #아이브 #REI #레이 #LEESEO #이서 #IVE_SECRET #XOXZ #Shorts,REI/LEESEO,300000,15435,280,,,2025-09-10,https://www.youtube.com/shorts/buNUl6igV0I
YOUTUBE,oI9U4Rn6gu4,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 3 🪞 #Shorts,GROUP/UNKNOWN,876000,30630,377,,,2025-09-10,https://www.youtube.com/shorts/oI9U4Rn6gu4
YOUTUBE,1jxpDZLk0Jk,IVE 아이브 MV 'XOXZ' - Behind The Scenes PREVIEW #Shorts,GROUP/UNKNOWN,658000,29371,266,,,2025-09-10,https://www.youtube.com/shorts/1jxpDZLk0Jk
YOUTUBE,mjFaSijCr7Y,Give me the 🌬️ 𝘐-𝘝-𝘌 #IVE #아이브 #ANYUJIN #안유진 #GAEUL #가을 #LIZ #리즈 #IVE_SECRET #XOXZ #Shorts,YUJIN/GAEUL/LIZ,336000,22386,279,,,2025-09-10,https://www.youtube.com/shorts/mjFaSijCr7Y
YOUTUBE,_FxqzVv9J7U,Give me the 🌬️ 𝘐-𝘝-𝘌 #IVE #아이브 #REI #레이 #JANGWONYOUNG #장원영 #LEESEO #이서 #IVE_SECRET #XOXZ #Shorts,WONYOUNG/REI/LEESEO,246000,18522,258,,,2025-09-10,https://www.youtube.com/shorts/_FxqzVv9J7U
YOUTUBE,75bZG4Xv94k,나오리 날다 ᯓ ⋆.˚☁️ #IVE #아이브 #REI #레이 #XOXZ #Shorts,REI,438000,26875,348,,,2025-09-11,https://www.youtube.com/shorts/75bZG4Xv94k
YOUTUBE,AC4__INJO2Y,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 4 👕 #Shorts,GROUP/UNKNOWN,626000,30330,313,,,2025-09-11,https://www.youtube.com/shorts/AC4__INJO2Y
YOUTUBE,pVBLmJ8NOPM,Where is my IVE ⁉️ #IVE #아이브 #IVE_SECRET #XOXZ #IVE_XOXZ #Shorts,GROUP/UNKNOWN,286000,18852,205,,,2025-09-12,https://www.youtube.com/shorts/pVBLmJ8NOPM
YOUTUBE,yf8k9B5orLY,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 5 🎀  #Shorts,GROUP/UNKNOWN,567000,28542,398,,,2025-09-12,https://www.youtube.com/shorts/yf8k9B5orLY
YOUTUBE,846NGvRTab0,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 6 🐾 #Shorts,GROUP/UNKNOWN,393000,19782,280,,,2025-09-13,https://www.youtube.com/shorts/846NGvRTab0
YOUTUBE,RiotwAk_LCo,Play with IVE ☀️ #IVE #아이브 #IVE_SECRET #XOXZ #Shorts,GROUP/UNKNOWN,221000,15382,183,,,2025-09-13,https://www.youtube.com/shorts/RiotwAk_LCo
YOUTUBE,CO7s4ZBeeh4,XOXZ with IVE 🌙 #IVE #아이브 #IVE_SECRET #XOXZ #Shorts,GROUP/UNKNOWN,161000,12599,185,,,2025-09-13,https://www.youtube.com/shorts/CO7s4ZBeeh4
YOUTUBE,mSj0hzxH-V4,LOVED IVE ✧˚🌙♡⸝⸝🧸⋆ #IVE #아이브 #IVE_SECRET #XOXZ #Shorts,GROUP/UNKNOWN,183000,14995,297,,,2025-09-14,https://www.youtube.com/shorts/mSj0hzxH-V4
YOUTUBE,0Yv5amw-XIA,너무 맛있는 가을 언니 휘낭시에💓｜'XOXZ' 첫주 BEHIND PREVIEW #Shorts,GAEUL,206000,11034,171,,,2025-09-14,https://www.youtube.com/shorts/0Yv5amw-XIA
YOUTUBE,eCgflDl3hvE,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 7 👀 #Shorts,GROUP/UNKNOWN,227000,14850,209,,,2025-09-14,https://www.youtube.com/shorts/eCgflDl3hvE
YOUTUBE,nh0Zl4oE9MA,Thank you XOXZ 🖤💤💭 #IVE #아이브 #IVE_SECRET #XOXZ #Shorts,GROUP/UNKNOWN,378000,24300,216,,,2025-09-14,https://www.youtube.com/shorts/nh0Zl4oE9MA
YOUTUBE,SLVL5zTrUO4,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 8 🌻 #Shorts,GROUP/UNKNOWN,547000,25716,283,,,2025-09-15,https://www.youtube.com/shorts/SLVL5zTrUO4
YOUTUBE,Fyw9j1qQQ1I,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 9 🎳 #Shorts,GROUP/UNKNOWN,1100000,38346,312,,,2025-09-16,https://www.youtube.com/shorts/Fyw9j1qQQ1I
YOUTUBE,mX3wNLExEoM,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 10 😈 #Shorts,GROUP/UNKNOWN,547000,24596,249,,,2025-09-17,https://www.youtube.com/shorts/mX3wNLExEoM
YOUTUBE,9hqaB-Ktjbs,#IVE #IVE_SECRET 'IVE'S WEEK' DAY 11 🚘 #Shorts,GROUP/UNKNOWN,342000,18956,212,,,2025-09-18,https://www.youtube.com/shorts/9hqaB-Ktjbs
YOUTUBE,QnFswPMV128,괴롭히지 마 #IVE #아이브 #ANYUJIN #안유진 #GAEUL #가을 #REI #레이 #YooYeonSeok #유연석 #Shorts,YUJIN/REI/GAEUL,834000,23903,381,,,2025-09-20,https://www.youtube.com/shorts/QnFswPMV128
YOUTUBE,XxPLSbDYbO4,"Come on 🤖, let’s go 🍚 #IVE #아이브 #ANYUJIN #안유진 #GAEUL #가을 #REI #레이 #ShinSeungHo #신승호 #Shorts",YUJIN/REI/GAEUL,1000000,27978,335,,,2025-09-20,https://www.youtube.com/shorts/XxPLSbDYbO4
YOUTUBE,ae4S81plYLs,리액션 최고 댄서 언니들과 함께🎶｜'XOXZ' DANCE PRACTICE BEHIND PREVIEW #Shorts,GROUP/UNKNOWN,287000,11410,111,,,2025-09-20,https://www.youtube.com/shorts/ae4S81plYLs
YOUTUBE,w3pdWxUQmWY,sa..ssy face: ) #IVE #아이브 #REI #레이 #Shorts,REI,316000,22533,291,,,2025-09-21,https://www.youtube.com/shorts/w3pdWxUQmWY
YOUTUBE,cZ-kpJ_Q0Fo,ocean eyez (｡- .•) #IVE #아이브 #LIZ #리즈 #Shorts,LIZ,3900000,126218,1400,,,2025-09-21,https://www.youtube.com/shorts/cZ-kpJ_Q0Fo
YOUTUBE,D8JI8jQcJ0I,XOXZ with 👼💤 #NMIXX #KYUJIN #IVE #아이브 #LEESEO #이서 #엔믹스 #규진 #XOXZ #XOXZchallenge #Shorts,YUJIN/LEESEO,1600000,74508,693,,,2025-09-21,https://www.youtube.com/shorts/D8JI8jQcJ0I
YOUTUBE,gm6RHCq_-RM,₍⑅ᐢ..ᐢ⑅₎🖐️⊹ﾟ #IVE #아이브 #JANGWONYOUNG #장원영 #Shorts,WONYOUNG,1000000,55418,1200,,,2025-09-21,https://www.youtube.com/shorts/gm6RHCq_-RM
YOUTUBE,M-y1EBNnk-4,헤어지자그러니까어제그후배는그냥후배라니까 #IVE #아이브 #REI #레이 #KiiiKiii #키키 #LEESOL #이솔 #Shorts,REI,2900000,66262,495,,,2025-09-22,https://www.youtube.com/shorts/M-y1EBNnk-4
YOUTUBE,uYl1edwqceE,𝑄𝑢𝑒𝑒𝑛 𝑓𝑎𝑙𝑙 #IVE #아이브 #GAEUL #가을 #Shorts,GAEUL,486000,25772,617,,,2025-09-22,https://www.youtube.com/shorts/uYl1edwqceE
YOUTUBE,m3wNRNy1kFA,ෆ 🐵🍽️🐿️ ෆ #IVE #아이브 #GAEUL #가을 #LEESEO #이서 #Shorts,GAEUL/LEESEO,492000,31078,614,,,2025-09-24,https://www.youtube.com/shorts/m3wNRNy1kFA
YOUTUBE,ZaOgSAozJ6I,모델녕의 촬영 현장👑🖤｜JANGWONYOUNG X medicube AGE-R BEHIND PREVIEW #Shorts,WONYOUNG,354000,19733,363,,,2025-09-25,https://www.youtube.com/shorts/ZaOgSAozJ6I
YOUTUBE,5wD7mjuYC0c,가을과 알아보는 미니브 운세 🔮✮⋆˙ # IVE #아이브 #GAEUL #가을 #Shorts,GAEUL,291000,17066,363,,,2025-09-26,https://www.youtube.com/shorts/5wD7mjuYC0c
YOUTUBE,v5j7apL7hpI,레이 공주님 모멘트🌙✨｜REI X rom'u BEHIND PREVIEW #Shorts,REI,309000,17368,249,,,2025-09-29,https://www.youtube.com/shorts/v5j7apL7hpI
YOUTUBE,mPHCxUUg31Q,my baby #IVE #아이브 #REI #레이 #LEESEO #이서 #Shorts,REI/LEESEO,543000,26963,505,,,2025-09-29,https://www.youtube.com/shorts/mPHCxUUg31Q
YOUTUBE,PgSfo9qJT80,단장즈의 힐링 타임🤍｜삐빅 LA vibe ON⚡｜FALL LOG PREVIEW #Shorts,GROUP/UNKNOWN,262000,12876,201,,,2025-10-04,https://www.youtube.com/shorts/PgSfo9qJT80
YOUTUBE,uWSh0vBx9Rk,21? No! Baby #IVE #아이브 #REI #레이 #Valentino #ValentinoGaravani #ValentinoFireflies #PantheaBag,REI,459000,22687,302,,,2025-10-05,https://www.youtube.com/shorts/uWSh0vBx9Rk
YOUTUBE,qKck2KvOWvs,⁺. ⊹ ǝɹoɔ ıǝɹ 🖤 #IVE #아이브 #REI #레이 #Valentino #ValentinoGaravani #ValentinoFireflies #PantheaBag,REI,316000,19846,229,,,2025-10-05,https://www.youtube.com/shorts/qKck2KvOWvs
YOUTUBE,RbpGtdMkQpI,WoW Face #IVE #아이브 #REI #레이 #Valentino #ValentinoGaravani #ValentinoFireflies #PantheaBag,REI,540000,28442,255,,,2025-10-05,https://www.youtube.com/shorts/RbpGtdMkQpI
YOUTUBE,jTscKO2sFoY,𝕎𝔸𝕃𝕂𝕀ℕ𝔾 𝔸𝕋𝕋𝕀𝕋𝕌𝔻𝔼 ⁺˚⋆୭🌸🌼⋆⁺ #IVE #REI #Valentino #ValentinoGaravani #ValentinoFireflies #PantheaBag,REI,3000000,85088,857,,,2025-10-05,https://www.youtube.com/shorts/jTscKO2sFoY
YOUTUBE,KqHybFt4RPg,🐈‍⬛. . .💐💛 #IVE #아이브 #LIZ #리즈 #Valentino #ValentinoGaravani #ValentinoFireflies #PantheaBag,LIZ,497000,27395,453,,,2025-10-06,https://www.youtube.com/shorts/KqHybFt4RPg
YOUTUBE,L90Ttt9k2eY,ˢᵂᴱᴱᵀ ˢᵂᴱᴱᵀ ˢᵂᴱᴱᵀ ʚ꩜ɞ ⋆⑅˚₊ #IVE #LIZ #Valentino #ValentinoGaravani #ValentinoFireflies #PantheaBag,LIZ,664000,36059,622,,,2025-10-06,https://www.youtube.com/shorts/L90Ttt9k2eY
YOUTUBE,NhgFvRiQqRQ,I like to Eat 𝗘𝗮𝘁 𝙴𝚊𝚝 𝑬𝒂𝒕 Ｅａｔ #IVE #아이브 #LIZ #리즈 #Valentino #ValentinoGaravani #ValentinoFireflies,LIZ,1800000,44469,763,,,2025-10-07,https://www.youtube.com/shorts/NhgFvRiQqRQ
YOUTUBE,o6uUQNB9Y78,love you and need ◟( ˊ̱˂˃ˋ̱ )◞ #IVE #아이브 #LIZ #리즈 #Valentino #ValentinoGaravani #ValentinoFireflies,LIZ,772000,32793,586,,,2025-10-07,https://www.youtube.com/shorts/o6uUQNB9Y78
YOUTUBE,GPk7gYYgovE,When Did You Get Hot ? ♥ (σ̴̶̷̤͡. σ̴̶̷̤͡)#IVE #REI #Valentino #ValentinoGaravani #ValentinoFireflies,REI,355000,22472,299,,,2025-10-07,https://www.youtube.com/shorts/GPk7gYYgovE
YOUTUBE,BEWf6-7giQo,🪄➰⋆꙳ (■_■)✧ #IVE #아이브 #REI #레이 #Valentino #ValentinoGaravani #ValentinoFireflies,REI,652000,32096,399,,,2025-10-07,https://www.youtube.com/shorts/BEWf6-7giQo
YOUTUBE,QVAJW6ua4z0,가을이가 알려주는 유진이 취향 근황🧀｜2025 K-WORLD DREAM AWARDS BEHIND PREVIEW #Shorts,YUJIN/GAEUL,300000,12534,169,,,2025-10-08,https://www.youtube.com/shorts/QVAJW6ua4z0
YOUTUBE,r0Ae4HX0tTI,Ay-Ay 𝑺𝒖𝒈𝒂𝒓 𝒐𝒏 𝒎𝒚 🪞🤍 #IVE #아이브 #JANGWONYOUNG #장원영 #Shorts,WONYOUNG,12000000,341590,4800,,,2025-10-08,https://www.youtube.com/shorts/r0Ae4HX0tTI
YOUTUBE,6EPv_b9yKqE,ROCK IN JAPAN FESTIVAL 2025 BEHIND PREVIEW #Shorts,GROUP/UNKNOWN,518000,21265,252,,,2025-10-12,https://www.youtube.com/shorts/6EPv_b9yKqE
YOUTUBE,VdfWV0YvK7A,💋🙅‍♀️ #IVE #아이브 #LEESEO #이서 #Shorts,LEESEO,574000,27396,579,,,2025-10-12,https://www.youtube.com/shorts/VdfWV0YvK7A
YOUTUBE,ikysvhQC7tM,:¨ ·.· ¨: `· . ୨୧ ᶠᴬᴸᴸᴵᴺᴳ #IVE #아이브 #GAEUL #가을 #Shorts,GAEUL,528000,32195,640,,,2025-10-13,https://www.youtube.com/shorts/ikysvhQC7tM
YOUTUBE,auzXakG56F4,IVE OFFICIAL LIGHT STICK VER.2 COMING SOON 👑 #IVE #아이브 #Shorts,GROUP/UNKNOWN,947000,52574,1100,,,2025-10-15,https://www.youtube.com/shorts/auzXakG56F4
YOUTUBE,8aKZVZLr_iY,숨은 레이 찾기🍅💚｜REI X 풀리(FULLY) BEHIND PREVIEW #Shorts,REI,279000,15918,265,,,2025-10-17,https://www.youtube.com/shorts/8aKZVZLr_iY
YOUTUBE,1oKDWy9O1bI,🐹 낋이는 중 #IVE #아이브 #REI #레이 #Shorts,REI,1200000,60593,780,,,2025-10-18,https://www.youtube.com/shorts/1oKDWy9O1bI
YOUTUBE,dXtbICY9R3Y,U gf 👱‍♀️🩷 #IVE #아이브 #GAEUL #가을 #Shorts,GAEUL,271000,19174,383,,,2025-10-18,https://www.youtube.com/shorts/dXtbICY9R3Y
YOUTUBE,vTeCY3vrVDo,YOU DA ONE 👉🙊👈 #IVE #아이브 #REI #레이 #Shorts,REI,178000,11549,259,,,2025-10-19,https://www.youtube.com/shorts/vTeCY3vrVDo
YOUTUBE,vBQUv-zKmSk,고양이 하트 🐈‍⬛⟢🩷ྀི with #MEOVV #SOOIN #GAWON #IVE #아이브 #LEESEO #이서 #미야오 #수인 #가원 #REBELHEART #Shorts,LEESEO,473000,28584,330,,,2025-10-20,https://www.youtube.com/shorts/vBQUv-zKmSk
